Species	Term Accession	Term	Object	RGD ID	Symbol	Name	Type	Qualifiers	Evidence	Chr	Start	Stop	Reference(s)	Source(s)	Original Reference(s)	Notes
Human	GO:0010951	negative regulation of endopeptidase activity	gene	731070	AGT	angiotensinogen	protein-coding	involved_in	IEA	 1	230,702,523	230,745,583	GO_Central, GOC, GO_Central, GOC	GO_Central,GOC	PMID:21873635 	  (PMID:21873635)
Human	GO:0010951	negative regulation of endopeptidase activity	gene	736027	AHSG	alpha 2-HS glycoprotein	protein-coding	involved_in	IEA	 3	186,613,060	186,621,318	GO_Central, GO_Central, GOC, GOC	GO_Central,GOC	PMID:21873635 	  (PMID:21873635)
Human	GO:0010951	negative regulation of endopeptidase activity	gene	732909	AKT1	AKT serine/threonine kinase 1	protein-coding	involved_in	IMP	14	104,769,349	104,795,748	BHF-UCL, BHF-UCL	BHF-UCL	PMID:18387192 	  (PMID:18387192)
Human	GO:0010951	negative regulation of endopeptidase activity	gene	735479	AMBP	alpha-1-microglobulin/bikunin precursor	protein-coding	involved_in	IEA	 9	114,060,127	114,078,300	GOC, GOC	GOC	 	
Human	GO:0010951	negative regulation of endopeptidase activity	gene	1350490	ANOS1	anosmin 1	protein-coding	involved_in	IEA	  X	8,528,874	8,732,137	GOC, GOC	GOC	 	
Human	GO:0010951	negative regulation of endopeptidase activity	gene	736099	ANXA2	annexin A2	protein-coding	involved_in	IEA	15	60,347,151	60,397,986	GOC, GOC	GOC	 	
Human	GO:0010951	negative regulation of endopeptidase activity	gene	731852	APLP2	amyloid beta precursor like protein 2	protein-coding	involved_in	IEA	11	130,069,894	130,144,805	GOC, GOC	GOC	 	
Human	GO:0010951	negative regulation of endopeptidase activity	gene	736021	APP	amyloid beta precursor protein	protein-coding	involved_in	IEA	21	25,880,550	26,171,128	GOC, GOC	GOC	 	
Human	GO:0010951	negative regulation of endopeptidase activity	gene	737482	BIRC5	baculoviral IAP repeat containing 5	protein-coding	involved_in	IEA	17	78,214,253	78,225,635	GOC	GOC	 	
Human	GO:0010951	negative regulation of endopeptidase activity	gene	1316326	BIRC6	baculoviral IAP repeat containing 6	protein-coding	involved_in	IEA	 2	32,357,023	32,618,878	GOC, GOC	GOC	 	
Human	GO:0010951	negative regulation of endopeptidase activity	gene	1345581	BIRC7	baculoviral IAP repeat containing 7	protein-coding	involved_in	IEA	20	63,235,905	63,240,495	GOC	GOC	 	
Human	GO:0010951	negative regulation of endopeptidase activity	gene	1346555	BST2	bone marrow stromal cell antigen 2	protein-coding	involved_in	IEA	19	17,402,939	17,405,630	GOC, GOC	GOC	 	
Human	GO:0010951	negative regulation of endopeptidase activity	gene	735504	C3	complement C3	protein-coding	involved_in	IEA	19	6,677,704	6,720,650	GOC, GOC	GOC	 	
Human	GO:0010951	negative regulation of endopeptidase activity	gene	1603837	C3P1	complement component 3 precursor pseudogene	pseudo	involved_in	IEA	19	10,041,356	10,074,138	GOC, GOC	GOC	 	
Human	GO:0010951	negative regulation of endopeptidase activity	gene	1350864	C4A	complement C4A (Rodgers blood group)	protein-coding	involved_in	IEA	 6	31,982,057	32,002,681	GOC, GOC	GOC	 	
Human	GO:0010951	negative regulation of endopeptidase activity	gene	1605129	C4B	complement C4B (Chido blood group)	protein-coding	involved_in	IEA	 6	32,014,795	32,035,418	GOC, GOC	GOC	 	
Human	GO:0010951	negative regulation of endopeptidase activity	gene	7207322	C4B_2	complement component 4B (Chido blood group), copy 2	protein-coding	involved_in	IEA	    			GOC, GOC	GOC	 	
Human	GO:0010951	negative regulation of endopeptidase activity	gene	735934	C5	complement C5	protein-coding	involved_in	IEA	 9	120,952,335	121,074,865	GOC, GOC	GOC	 	
Human	GO:0010951	negative regulation of endopeptidase activity	gene	1605176	CARD17P	caspase recruitment domain family member 17, pseudogene	pseudo	involved_in	IEA	11	105,080,453	105,101,459	GOC, GOC	GOC	 	
Human	GO:0010951	negative regulation of endopeptidase activity	gene	737362	CAST	calpastatin	protein-coding	involved_in	IEA	 5	96,662,037	96,774,683	GOC	GOC	 	
Human	GO:0010951	negative regulation of endopeptidase activity	gene	1322663	CD109	CD109 molecule	protein-coding	involved_in	IEA	 6	73,679,192	73,828,313	GOC, GOC	GOC	 	
Human	GO:0010951	negative regulation of endopeptidase activity	gene	1604476	COL28A1	collagen type XXVIII alpha 1 chain	protein-coding	involved_in	IEA	 7	7,338,194	7,543,870	GOC, GOC	GOC	 	
Human	GO:0010951	negative regulation of endopeptidase activity	gene	736518	COL4A3	collagen type IV alpha 3 chain	protein-coding	involved_in	IEA	 2	227,164,624	227,314,792	GOC, GOC	GOC	 	
Human	GO:0010951	negative regulation of endopeptidase activity	gene	1318630	COL6A3	collagen type VI alpha 3 chain	protein-coding	involved_in	IEA	 2	237,324,018	237,414,164	GOC, GOC	GOC	 	
Human	GO:0010951	negative regulation of endopeptidase activity	gene	1322869	COL7A1	collagen type VII alpha 1 chain	protein-coding	involved_in	IEA	 3	48,564,073	48,595,329	GOC, GOC	GOC	 	
Human	GO:0010951	negative regulation of endopeptidase activity	gene	1347044	CPAMD8	C3 and PZP like alpha-2-macroglobulin domain containing 8	protein-coding	involved_in	IEA	19	16,892,951	17,026,810	GOC, GOC	GOC	 	
Human	GO:0010951	negative regulation of endopeptidase activity	gene	1347869	CRB2	crumbs cell polarity complex component 2	protein-coding	involved_in	IMP	 9	123,354,065	123,380,326	UniProt, UniProt	UniProt	PMID:20299451 	  (PMID:20299451)
Human	GO:0010951	negative regulation of endopeptidase activity	gene	1318641	CRIM1	cysteine rich transmembrane BMP regulator 1	protein-coding	involved_in	IEA	 2	36,355,778	36,551,135	GOC, GOC	GOC	 	
Human	GO:0010951	negative regulation of endopeptidase activity	gene	1352376	CST1	cystatin SN	protein-coding	involved_in	IEA	20	23,747,562	23,750,935	GOC	GOC	 	
Human	GO:0010951	negative regulation of endopeptidase activity	gene	735574	CST11	cystatin 11	protein-coding	involved_in	IEA	20	23,450,412	23,452,876	GOC, GOC	GOC	 	
Human	GO:0010951	negative regulation of endopeptidase activity	gene	1354411	CST2	cystatin SA	protein-coding	involved_in	IEA	20	23,823,769	23,826,729	GOC	GOC	 	
Human	GO:0010951	negative regulation of endopeptidase activity	gene	736914	CST3	cystatin C	protein-coding	involved_in	IEA	20	23,626,706	23,637,955	GOC, GOC	GOC	 	
Human	GO:0010951	negative regulation of endopeptidase activity	gene	1345836	CST4	cystatin S	protein-coding	involved_in	IEA	20	23,685,640	23,689,038	GOC	GOC	 	
Human	GO:0010951	negative regulation of endopeptidase activity	gene	1322184	CST5	cystatin D	protein-coding	involved_in	IEA	20	23,875,934	23,879,748	GOC	GOC	 	
Human	GO:0010951	negative regulation of endopeptidase activity	gene	1352727	CST6	cystatin E/M	protein-coding	involved_in	IEA	11	66,012,008	66,013,505	GOC, GOC	GOC	 	
Human	GO:0010951	negative regulation of endopeptidase activity	gene	736077	CST8	cystatin 8	protein-coding	involved_in	IEA	20	23,491,117	23,507,124	GOC, GOC	GOC	 	
Human	GO:0010951	negative regulation of endopeptidase activity	gene	1606729	CST9	cystatin 9	protein-coding	involved_in	IEA	20	23,602,410	23,605,917	GOC, GOC	GOC	 	
Human	GO:0010951	negative regulation of endopeptidase activity	gene	1322270	CST9L	cystatin 9 like	protein-coding	involved_in	IEA	20	23,564,732	23,568,484	GOC, GOC	GOC	 	
Human	GO:0010951	negative regulation of endopeptidase activity	gene	5013874	CST9LP1	cystatin 9-like pseudogene 1	pseudo	involved_in	IEA	20	23,548,536	23,548,907	GOC, GOC	GOC	 	
Human	GO:0010951	negative regulation of endopeptidase activity	gene	1320029	CSTA	cystatin A	protein-coding	involved_in	IEA	 3	122,325,248	122,341,969	GOC, GOC	GOC	 	
Human	GO:0010951	negative regulation of endopeptidase activity	gene	735434	CSTB	cystatin B	protein-coding	involved_in	IEA	21	43,773,950	43,776,308	GOC, GOC	GOC	 	
Human	GO:0010951	negative regulation of endopeptidase activity	gene	1316602	CSTL1	cystatin like 1	protein-coding	involved_in	IEA	20	23,439,670	23,461,209	GOC, GOC	GOC	 	
Human	GO:0010951	negative regulation of endopeptidase activity	gene	1315316	EPPIN	epididymal peptidase inhibitor	protein-coding	involved_in	IEA	20	45,540,626	45,547,401	GOC, GOC	GOC	 	
Human	GO:0010951	negative regulation of endopeptidase activity	gene	5013870	EPPIN-WFDC6	EPPIN-WFDC6 readthrough	protein-coding	involved_in	IEA	20	45,536,280	45,547,401	GOC, GOC	GOC	 	
Human	GO:0010951	negative regulation of endopeptidase activity	gene	1348659	FETUB	fetuin B	protein-coding	involved_in	ISS	 3	186,635,969	186,653,141	GO_Central, Ensembl, GO_Central, GOC, UniProt, GOC, UniProt	GO_Central,Ensembl,GOC,UniProt	PMID:21873635 	  (PMID:21873635)
Human	GO:0010951	negative regulation of endopeptidase activity	gene	1323167	FURIN	furin, paired basic amino acid cleaving enzyme	protein-coding	involved_in	IEA	15	90,868,588	90,883,457	GOC, GOC	GOC	 	
Human	GO:0010951	negative regulation of endopeptidase activity	gene	735871	GAPDH	glyceraldehyde-3-phosphate dehydrogenase	protein-coding	involved_in	IDA	12	6,534,517	6,538,371	UniProt, UniProt	UniProt	PMID:22832495 	  (PMID:22832495)
Human	GO:0010951	negative regulation of endopeptidase activity	gene	1602170	HMSD	histocompatibility minor serpin domain containing	protein-coding	involved_in	IEA	18	63,949,301	63,969,648	GOC, GOC	GOC	 	
Human	GO:0010951	negative regulation of endopeptidase activity	gene	736906	HRG	histidine rich glycoprotein	protein-coding	involved_in	IBA	 3	186,666,014	186,678,234	GO_Central, GO_Central	GO_Central	PMID:21873635 	  (PMID:21873635)
Human	GO:0010951	negative regulation of endopeptidase activity	gene	1314518	ITIH1	inter-alpha-trypsin inhibitor heavy chain 1	protein-coding	involved_in	IEA	 3	52,777,599	52,792,068	GOC, GOC	GOC	 	
Human	GO:0010951	negative regulation of endopeptidase activity	gene	1345234	ITIH2	inter-alpha-trypsin inhibitor heavy chain 2	protein-coding	involved_in	IEA	10	7,703,316	7,749,520	GOC, GOC	GOC	 	
Human	GO:0010951	negative regulation of endopeptidase activity	gene	732422	ITIH3	inter-alpha-trypsin inhibitor heavy chain 3	protein-coding	involved_in	IEA	 3	52,794,796	52,808,797	GOC, GOC	GOC	 	
Human	GO:0010951	negative regulation of endopeptidase activity	gene	737492	ITIH4	inter-alpha-trypsin inhibitor heavy chain 4	protein-coding	involved_in	IEA	 3	52,812,962	52,830,672	GOC, GOC	GOC	 	
Human	GO:0010951	negative regulation of endopeptidase activity	gene	1606774	ITIH5	inter-alpha-trypsin inhibitor heavy chain 5	protein-coding	involved_in	IEA	10	7,559,270	7,666,966	GOC, GOC	GOC	 	
Human	GO:0010951	negative regulation of endopeptidase activity	gene	1345462	ITIH6	inter-alpha-trypsin inhibitor heavy chain family member 6	protein-coding	involved_in	IEA	  X	54,748,918	54,798,255	GOC, GOC	GOC	 	
Human	GO:0010951	negative regulation of endopeptidase activity	gene	1603713	KNG1	kininogen 1	protein-coding	involved_in	IEA	 3	186,717,359	186,744,410	GO_Central, GO_Central, GOC	GO_Central,GOC	PMID:21873635 	  (PMID:21873635)
Human	GO:0010951	negative regulation of endopeptidase activity	gene	1344178	LCN1	lipocalin 1	protein-coding	involved_in	IEA	 9	135,521,440	135,526,540	GOC, GOC	GOC	 	
Human	GO:0010951	negative regulation of endopeptidase activity	gene	38638979	LOC408186	alpha-2-macroglobulin like 1 pseudogene	pseudo	involved_in	IEA	12	9,448,287	9,576,270	GOC, GOC	GOC	 	
Human	GO:0010951	negative regulation of endopeptidase activity	gene	1343679	LPA	lipoprotein(a)	protein-coding	involved_in	IEA	 6	160,531,482	160,664,275	GOC, GOC	GOC	 	
Human	GO:0010951	negative regulation of endopeptidase activity	gene	737325	LXN	latexin	protein-coding	involved_in,acts_upstream_of_or_within	IEA	 3	158,666,414	158,672,648	GOC, GOC, GOC	GOC	PMID:16469302 	  (MGI:3619806|PMID:16469302)
Human	GO:0010951	negative regulation of endopeptidase activity	gene	1345058	MIR339	microRNA 339	ncrna	involved_in	IDA	 7	1,022,933	1,023,026	ARUK-UCL	ARUK-UCL	PMID:24352696 	  (PMID:24352696)
Human	GO:0010951	negative regulation of endopeptidase activity	gene	1352304	NGF	nerve growth factor	protein-coding	involved_in	IEA	 1	115,285,917	115,338,249	GOC, GOC	GOC	 	
Human	GO:0010951	negative regulation of endopeptidase activity	gene	1604725	NLRP7	NLR family pyrin domain containing 7	protein-coding	involved_in	IEA	19	54,923,509	54,947,505	GOC, GOC	GOC	 	
Human	GO:0010951	negative regulation of endopeptidase activity	gene	1351065	OPRPN	opiorphin prepropeptide	protein-coding	involved_in	IEA	 4	70,397,940	70,410,195	GOC, GOC	GOC	 	
Human	GO:0010951	negative regulation of endopeptidase activity	gene	1322495	PAPLN	papilin, proteoglycan like sulfated glycoprotein	protein-coding	involved_in	IEA	14	73,235,805	73,274,623	GOC, GOC	GOC	 	
Human	GO:0010951	negative regulation of endopeptidase activity	gene	737617	PCSK1N	proprotein convertase subtilisin/kexin type 1 inhibitor	protein-coding	involved_in	IEA	  X	48,831,096	48,835,610	InterPro, InterPro	InterPro	 	
Human	GO:0010951	negative regulation of endopeptidase activity	gene	736840	PEBP1	phosphatidylethanolamine binding protein 1	protein-coding	involved_in	IEA	12	118,136,124	118,145,584	GOC, GOC	GOC	 	
Human	GO:0010951	negative regulation of endopeptidase activity	gene	1344308	PI3	peptidase inhibitor 3	protein-coding	involved_in	IEA	20	45,174,902	45,176,544	GOC, GOC	GOC	 	
Human	GO:0010951	negative regulation of endopeptidase activity	gene	737306	PRNP	prion protein	protein-coding	involved_in	IEA	20	4,686,456	4,701,588	GOC, GOC	GOC	 	
Human	GO:0010951	negative regulation of endopeptidase activity	gene	1342781	PROS1	protein S	protein-coding	involved_in	IEA	 3	93,873,051	93,973,896	GOC, GOC	GOC	 	
Human	GO:0010951	negative regulation of endopeptidase activity	gene	1345633	PSMF1	proteasome inhibitor subunit 1	protein-coding	involved_in	IEA	20	1,113,263	1,172,246	GOC, GOC	GOC	 	
Human	GO:0010951	negative regulation of endopeptidase activity	gene	68511	PTTG1	PTTG1 regulator of sister chromatid separation, securin	protein-coding	involved_in	IEA	 5	160,421,855	160,428,744	GOC, GOC	GOC	 	
Human	GO:0010951	negative regulation of endopeptidase activity	gene	736140	PZP	PZP alpha-2-macroglobulin like	protein-coding	involved_in	IEA	12	9,136,472	9,208,395	GOC, GOC	GOC	 	
Human	GO:0010951	negative regulation of endopeptidase activity	gene	1319886	RARRES1	retinoic acid receptor responder 1	protein-coding	involved_in	IEA	 3	158,696,892	158,732,457	GOC, GOC	GOC	 	
Human	GO:0010951	negative regulation of endopeptidase activity	gene	732186	RENBP	renin binding protein	protein-coding	involved_in	ISO	  X	153,935,269	153,944,643	Ensembl, Ensembl, RGD	Ensembl,RGD	PMID:11926999 	
Human	GO:0010951	negative regulation of endopeptidase activity	gene	733751	ROCK1	Rho associated coiled-coil containing protein kinase 1	protein-coding	involved_in	IEA	18	20,946,906	21,111,813	GOC, GOC	GOC	 	
Human	GO:0010951	negative regulation of endopeptidase activity	gene	1349357	SERPINA1	serpin family A member 1	protein-coding	involved_in	IEA	14	94,376,747	94,390,635	GO_Central, GO_Central, GOC, GOC	GO_Central,GOC	PMID:21873635 	  (PMID:21873635)
Human	GO:0010951	negative regulation of endopeptidase activity	gene	1353693	SERPINA10	serpin family A member 10	protein-coding	involved_in	IBA	14	94,280,460	94,293,268	GOC, GO_Central, GOC, GO_Central	GOC,GO_Central	PMID:21873635 	  (PMID:21873635)
Human	GO:0010951	negative regulation of endopeptidase activity	gene	1345910	SERPINA11	serpin family A member 11	protein-coding	involved_in	IBA	14	94,442,464	94,452,800	GO_Central, GO_Central	GO_Central	PMID:21873635 	  (PMID:21873635)
Human	GO:0010951	negative regulation of endopeptidase activity	gene	1348482	SERPINA12	serpin family A member 12	protein-coding	involved_in	IBA	14	94,487,279	94,517,844	GO_Central, GO_Central	GO_Central	PMID:21873635 	  (PMID:21873635)
Human	GO:0010951	negative regulation of endopeptidase activity	gene	1352813	SERPINA13P	serpin family A member 13, pseudogene	pseudo	involved_in	IBA	14	94,640,725	94,646,994	GO_Central, GO_Central	GO_Central	PMID:21873635 	  (PMID:21873635)
Human	GO:0010951	negative regulation of endopeptidase activity	gene	1345816	SERPINA2	serpin family A member 2 (gene/pseudogene)	protein-coding	involved_in	IEA	14	94,364,318	94,366,702	GO_Central, GO_Central, GOC, GOC	GO_Central,GOC	PMID:21873635 	  (PMID:21873635)
Human	GO:0010951	negative regulation of endopeptidase activity	gene	1343168	SERPINA3	serpin family A member 3	protein-coding	involved_in	IEA	14	94,612,391	94,624,053	GO_Central, GO_Central, GOC, GOC	GO_Central,GOC	PMID:21873635 	  (PMID:21873635)
Human	GO:0010951	negative regulation of endopeptidase activity	gene	1348774	SERPINA4	serpin family A member 4	protein-coding	involved_in	IEA	14	94,561,442	94,569,906	GO_Central, GO_Central, GOC	GO_Central,GOC	PMID:21873635 	  (PMID:21873635)
Human	GO:0010951	negative regulation of endopeptidase activity	gene	1346137	SERPINA5	serpin family A member 5	protein-coding	involved_in	IEA	14	94,581,426	94,593,118	GO_Central, GO_Central, GOC, GOC	GO_Central,GOC	PMID:21873635 	  (PMID:21873635)
Human	GO:0010951	negative regulation of endopeptidase activity	gene	1353758	SERPINA6	serpin family A member 6	protein-coding	involved_in	IEA	14	94,304,248	94,323,336	GO_Central, GO_Central, GOC, GOC	GO_Central,GOC	PMID:21873635 	  (PMID:21873635)
Human	GO:0010951	negative regulation of endopeptidase activity	gene	1351148	SERPINA7	serpin family A member 7	protein-coding	involved_in	IBA	  X	106,032,435	106,038,727	GO_Central, GO_Central	GO_Central	PMID:21873635 	  (PMID:21873635)
Human	GO:0010951	negative regulation of endopeptidase activity	gene	1312435	SERPINA9	serpin family A member 9	protein-coding	involved_in	IEA	14	94,462,721	94,476,197	GO_Central, GO_Central, GOC, GOC	GO_Central,GOC	PMID:21873635 	  (PMID:21873635)
